state,state.po,county,FIPS,candidatevotesR,candidatevotesD,totalvotes,fracvotesR,partywonR
Georgia,GA,Miller,13201,1891,623,2544,0.74331761,1
Georgia,GA,Mitchell,13205,4279,3493,7880,0.543020305,1
Georgia,GA,Monroe,13207,8832,3571,12687,0.696145661,1
Georgia,GA,Montgomery,13209,2670,847,3576,0.746644295,1
Georgia,GA,Morgan,13211,6559,2663,9475,0.692242744,1
Georgia,GA,Murray,13213,10341,1800,12458,0.830069032,1
Georgia,GA,Muscogee,13215,26976,39851,69032,0.390775293,0
Georgia,GA,Newton,13217,20913,21943,43987,0.475435924,0
Georgia,GA,Oconee,13219,13425,5581,20149,0.666286168,1
Georgia,GA,Oglethorpe,13221,4625,1831,6674,0.692987714,1
Georgia,GA,Paulding,13223,44662,18025,64890,0.688272461,1
Georgia,GA,Peach,13225,5413,5100,10752,0.50344122,1
Georgia,GA,Pickens,13227,11651,1979,14038,0.829961533,1
Georgia,GA,Pierce,13229,6302,903,7311,0.861988784,1
Georgia,GA,Pike,13231,7278,1240,8725,0.834154728,1
Georgia,GA,Polk,13233,11014,2867,14215,0.774815336,1
Georgia,GA,Pulaski,13235,2437,1104,3605,0.676005548,1
Georgia,GA,Putnam,13237,6544,2758,9488,0.689713322,1
Georgia,GA,Quitman,13239,575,461,1044,0.550766284,1
Georgia,GA,Rabun,13241,6287,1444,7992,0.786661662,1
Georgia,GA,Randolph,13243,1271,1598,2899,0.438427044,0
Georgia,GA,Richmond,13245,24461,48814,75515,0.3239224,0
Georgia,GA,Rockdale,13247,13478,23255,37869,0.355911167,0
Georgia,GA,Schley,13249,1472,401,1909,0.771084337,1
Georgia,GA,Screven,13251,3305,2300,5715,0.578302712,1
Georgia,GA,Seminole,13253,2345,1189,3588,0.653567447,1
Georgia,GA,Spalding,13255,15646,9357,25704,0.608699035,1
Georgia,GA,Stephens,13257,7686,1837,9815,0.783087112,1
Georgia,GA,Stewart,13259,805,1222,2058,0.391156463,0
Georgia,GA,Sumter,13261,5276,5520,10974,0.480772736,0
Georgia,GA,Talbot,13263,1196,2002,3246,0.368453481,0
Georgia,GA,Taliaferro,13265,349,545,897,0.389074693,0
Georgia,GA,Tattnall,13267,5096,1681,6903,0.738229755,1
Georgia,GA,Taylor,13269,2064,1296,3408,0.605633803,1
Georgia,GA,Telfair,13271,2450,1313,3796,0.645416228,1
Georgia,GA,Terrell,13273,1874,2267,4189,0.447362139,0
Georgia,GA,Thomas,13275,11228,7142,18802,0.597170514,1
Georgia,GA,Tift,13277,9584,4347,14219,0.674027709,1
Georgia,GA,Toombs,13279,6615,2338,9138,0.723900197,1
Georgia,GA,Towns,13281,5383,1210,6764,0.795830869,1
Georgia,GA,Treutlen,13283,1809,862,2703,0.669256382,1
Georgia,GA,Troup,13285,15750,9713,26111,0.603194056,1
Georgia,GA,Turner,13287,2095,1246,3398,0.616539141,1
Georgia,GA,Twiggs,13289,2035,1971,4059,0.501355014,1
Georgia,GA,Union,13291,9852,1963,12063,0.816712261,1
Georgia,GA,Upson,13293,7292,3475,10934,0.666910554,1
Georgia,GA,Walker,13295,18950,4215,23956,0.791033562,1
Georgia,GA,Walton,13297,31125,8292,40698,0.764779596,1
Georgia,GA,Ware,13299,8513,3440,12184,0.698703217,1
Georgia,GA,Warren,13301,991,1314,2334,0.424592973,0
Georgia,GA,Washington,13303,4149,4200,8461,0.490367569,0
Georgia,GA,Wayne,13305,8153,2041,10413,0.782963603,1
Georgia,GA,Webster,13307,630,473,1116,0.564516129,1
Georgia,GA,Wheeler,13309,1421,646,2102,0.676022835,1
Georgia,GA,White,13311,9761,1674,11823,0.825594181,1
Georgia,GA,Whitfield,13313,21537,7937,30658,0.702492009,1
Georgia,GA,Wilcox,13315,2096,852,2976,0.704301075,1
Georgia,GA,Wilkes,13317,2572,1848,4486,0.573339278,1
Georgia,GA,Wilkinson,13319,2333,1894,4287,0.544203406,1
Georgia,GA,Worth,13321,6152,2020,8295,0.741651597,1
Hawaii,HI,Hawaii,15001,17501,41259,64867,0.269798202,0
Hawaii,HI,Honolulu,15003,90326,175696,285790,0.316057245,0
Hawaii,HI,Kauai,15007,7574,16456,26335,0.287602051,0
Hawaii,HI,Maui,15009,13446,33480,51945,0.258850707,0
Idaho,ID,Ada,16001,93752,75677,195669,0.479135683,1
Idaho,ID,Adams,16003,1556,415,2183,0.712780577,1
Idaho,ID,Bannock,16005,17180,10342,33416,0.51412497,1
Idaho,ID,Bear Lake,16007,2203,255,2928,0.75239071,1
Idaho,ID,Benewah,16009,3103,770,4185,0.741457587,1
Idaho,ID,Bingham,16011,10907,2924,16625,0.65606015,1
Idaho,ID,Blaine,16013,3340,6416,10724,0.311450951,0
Idaho,ID,Boise,16015,2673,777,3814,0.700839014,1
Idaho,ID,Bonner,16017,13343,5819,20943,0.637110252,1
Idaho,ID,Bonneville,16019,26699,8930,44221,0.603762918,1
Idaho,ID,Boundary,16021,3789,933,5163,0.733875654,1
Idaho,ID,Butte,16023,914,160,1230,0.743089431,1
Idaho,ID,Camas,16025,410,110,590,0.694915254,1
Idaho,ID,Canyon,16027,47222,16883,72785,0.648787525,1
Idaho,ID,Caribou,16029,2275,271,3035,0.749588138,1
Idaho,ID,Cassia,16031,5949,1036,8178,0.727439472,1
Idaho,ID,Clark,16033,203,44,283,0.717314488,1
Idaho,ID,Clearwater,16035,2852,704,3801,0.750328861,1
Idaho,ID,Custer,16037,1777,427,2414,0.736122618,1
Idaho,ID,Elmore,16039,5816,1814,8522,0.682468904,1
Idaho,ID,Franklin,16041,3901,385,5499,0.709401709,1
Idaho,ID,Fremont,16043,4090,651,5715,0.715660542,1
Idaho,ID,Gem,16045,5980,1229,7954,0.751822982,1
Idaho,ID,Gooding,16047,3743,930,5191,0.721055673,1
Idaho,ID,Idaho,16049,6441,1196,8233,0.782339366,1
Idaho,ID,Jefferson,16051,8436,976,11475,0.735163399,1
Idaho,ID,Jerome,16053,4644,1329,6751,0.687898089,1
Idaho,ID,Kootenai,16055,44449,16264,66310,0.670321219,1
Idaho,ID,Latah,16057,7265,8093,18173,0.399768888,0
Idaho,ID,Lemhi,16059,3011,733,4096,0.735107422,1
Idaho,ID,Lewis,16061,1202,270,1590,0.755974843,1
Idaho,ID,Lincoln,16063,1184,360,1748,0.677345538,1
Idaho,ID,Madison,16065,8941,1201,15688,0.569926058,1
Idaho,ID,Minidoka,16067,4887,1167,6871,0.711250182,1
Idaho,ID,Nez Perce,16069,10699,4828,17201,0.621998721,1
Idaho,ID,Oneida,16071,1531,184,2068,0.74032882,1
Idaho,ID,Owyhee,16073,3052,591,3925,0.777579618,1
Idaho,ID,Payette,16075,6489,1507,8704,0.745519301,1
Idaho,ID,Power,16077,1666,699,2758,0.604060914,1
Idaho,ID,Shoshone,16079,3297,1384,5120,0.643945313,1
Idaho,ID,Teton,16081,2167,2159,4976,0.435490354,1
Idaho,ID,Twin Falls,16083,19828,6233,29874,0.663720961,1
Idaho,ID,Valley,16085,2906,1913,5349,0.543279118,1
Idaho,ID,Washington,16087,3283,776,4455,0.736924804,1
Illinois,IL,Adams,17001,22790,7676,31951,0.71327971,1
Illinois,IL,Alexander,17003,1496,1262,2846,0.525650035,1
Illinois,IL,Bond,17005,4888,2068,7530,0.649136786,1
Illinois,IL,Boone,17007,12282,8986,23001,0.533976784,1
Illinois,IL,Brown,17009,1796,476,2379,0.75493905,1
Illinois,IL,Bureau,17011,9281,6029,16571,0.56007483,1
Illinois,IL,Calhoun,17013,1721,739,2571,0.669389343,1
Illinois,IL,Carroll,17015,4434,2447,7445,0.595567495,1
Illinois,IL,Cass,17017,3216,1621,5124,0.62763466,1
Illinois,IL,Champaign,17019,33368,50137,91628,0.364168158,0
Illinois,IL,Christian,17021,10543,3992,15459,0.681997542,1
Illinois,IL,Clark,17023,5622,1877,7928,0.70913219,1
Illinois,IL,Clay,17025,5021,1020,6350,0.790708661,1
Illinois,IL,Clinton,17027,12412,3945,17419,0.712555256,1
Illinois,IL,Coles,17029,13003,7309,21863,0.59474912,1
Illinois,IL,Cook,17031,453287,1611946,2158615,0.209989739,0
Illinois,IL,Crawford,17033,6277,1992,8728,0.719179652,1
Illinois,IL,Cumberland,17035,4206,1031,5567,0.755523621,1
Illinois,IL,DeKalb,17037,19091,20466,43600,0.437866972,0
Illinois,IL,De Witt,17039,5077,1910,7543,0.673074374,1
Illinois,IL,Douglas,17041,5698,1949,8169,0.697514996,1
Illinois,IL,DuPage,17043,166415,228622,428769,0.388122742,0
Illinois,IL,Edgar,17045,5645,1793,7873,0.717007494,1
Illinois,IL,Edwards,17047,2778,434,3347,0.829997012,1
Illinois,IL,Effingham,17049,13635,3083,17609,0.77431995,1
Illinois,IL,Fayette,17051,7372,1819,9585,0.769118414,1
Illinois,IL,Ford,17053,4480,1414,6396,0.700437774,1
Illinois,IL,Franklin,17055,13116,4727,18711,0.700978034,1
Illinois,IL,Fulton,17057,8492,6133,15797,0.537570425,1
Illinois,IL,Gallatin,17059,1942,657,2707,0.717399335,1
Illinois,IL,Greene,17061,4145,1205,5585,0.742166517,1
Illinois,IL,Grundy,17063,13454,8065,23237,0.578990403,1
Illinois,IL,Hamilton,17065,3206,802,4166,0.76956313,1
Illinois,IL,Hancock,17067,6430,2139,9121,0.704966561,1
Illinois,IL,Hardin,17069,1653,420,2148,0.769553073,1
Illinois,IL,Henderson,17071,2155,1155,3518,0.612563957,1
Illinois,IL,Henry,17073,13985,8871,24643,0.567503956,1
Illinois,IL,Iroquois,17075,9750,2504,13064,0.746325781,1
Illinois,IL,Jackson,17077,10843,11634,24617,0.440467969,0
Illinois,IL,Jasper,17079,3975,924,5136,0.773948598,1
Illinois,IL,Jefferson,17081,11695,4425,16999,0.687981646,1
Illinois,IL,Jersey,17083,7748,2679,10991,0.704940406,1
Illinois,IL,Jo Daviess,17085,6121,4462,11334,0.540056467,1
Illinois,IL,Johnson,17087,4649,1142,6089,0.763507965,1
Illinois,IL,Kane,17089,82734,103665,199314,0.415093772,0
Illinois,IL,Kankakee,17091,25129,18971,47305,0.531212345,1
Illinois,IL,Kendall,17093,24961,24884,53447,0.467023406,1
Illinois,IL,Knox,17095,10737,10083,22243,0.482713663,1
Illinois,IL,Lake,17097,109767,171095,303520,0.361646679,0
Illinois,IL,LaSalle,17099,26689,19543,49743,0.536537804,1
Illinois,IL,Lawrence,17101,4521,1290,6094,0.741877256,1
Illinois,IL,Lee,17103,8612,5528,15489,0.556007489,1
Illinois,IL,Livingston,17105,10208,4023,15269,0.668544109,1
Illinois,IL,Logan,17107,8181,3313,12401,0.659704863,1
Illinois,IL,McDonough,17109,6795,5288,13092,0.519019248,1
Illinois,IL,McHenry,17111,71612,60803,141750,0.505199295,1
Illinois,IL,McLean,17113,37237,36196,79835,0.466424501,1
Illinois,IL,Macon,17115,26866,18343,48060,0.559009571,1
Illinois,IL,Macoupin,17117,14322,6689,22360,0.640518784,1
Illinois,IL,Madison,17119,70490,50587,130179,0.541485186,1
Illinois,IL,Marion,17121,11859,4369,17074,0.694564835,1
Illinois,IL,Marshall,17123,3785,1789,5984,0.632520053,1
Illinois,IL,Mason,17125,4058,2014,6486,0.625655257,1
Illinois,IL,Massac,17127,4846,1558,6683,0.725123448,1
Illinois,IL,Menard,17129,4231,1817,6515,0.649424405,1
Illinois,IL,Mercer,17131,4807,3071,8525,0.563870968,1
Illinois,IL,Monroe,17133,12629,5535,19354,0.652526609,1
Illinois,IL,Montgomery,17135,8630,3504,12978,0.66497149,1
Illinois,IL,Morgan,17137,9076,4696,14800,0.613243243,1
Illinois,IL,Moultrie,17139,4455,1481,6283,0.709056183,1
Illinois,IL,Ogle,17141,14352,8050,24193,0.593229447,1
Illinois,IL,Peoria,17143,35633,38060,78503,0.45390622,0
Illinois,IL,Perry,17145,6855,2462,9853,0.69572719,1
Illinois,IL,Piatt,17147,5634,2645,9008,0.62544405,1
Illinois,IL,Pike,17149,5754,1413,7530,0.764143426,1
Illinois,IL,Pope,17151,1678,375,2142,0.783380019,1
Illinois,IL,Pulaski,17153,1675,962,2735,0.612431444,1
Illinois,IL,Putnam,17155,1767,1147,3111,0.567984571,1
Illinois,IL,Randolph,17157,10023,3439,14194,0.706143441,1
Illinois,IL,Richland,17159,5739,1584,7684,0.746876627,1
Illinois,IL,Rock Island,17161,26998,32298,63994,0.421883302,0
Illinois,IL,St. Clair,17163,53857,60756,120580,0.446649527,0
Illinois,IL,Saline,17165,8276,2572,11384,0.726985242,1
Illinois,IL,Sangamon,17167,49944,40907,98373,0.507700284,1
Illinois,IL,Schuyler,17169,2524,1075,3828,0.659352142,1
Illinois,IL,Scott,17171,1966,535,2608,0.753834356,1
Illinois,IL,Shelby,17173,8229,2288,11010,0.747411444,1
Illinois,IL,Stark,17175,1778,751,2743,0.648195406,1
Illinois,IL,Stephenson,17177,11083,7768,20343,0.544806567,1
Illinois,IL,Tazewell,17179,38707,20685,64400,0.601040373,1
Illinois,IL,Union,17181,5790,2402,8537,0.678224201,1
Illinois,IL,Vermilion,17183,19087,10039,30570,0.624370298,1
Illinois,IL,Wabash,17185,4047,1151,5464,0.740666179,1
Illinois,IL,Warren,17187,4275,2987,7807,0.5475855,1
Illinois,IL,Washington,17189,5571,1448,7427,0.750100983,1
Illinois,IL,Wayne,17191,6967,1048,8261,0.843360368,1
Illinois,IL,White,17193,5640,1412,7335,0.768916155,1
Illinois,IL,Whiteside,17195,12615,11035,25582,0.493120163,1
Illinois,IL,Will,17197,132720,151927,300904,0.441070906,0
Illinois,IL,Williamson,17199,21570,8581,31852,0.677194525,1
Illinois,IL,Winnebago,17201,55624,55713,118376,0.469892546,0
Illinois,IL,Woodford,17203,13207,5092,19864,0.664871124,1
Indiana,IN,Adams,18001,9648,2805,13090,0.737051184,1
Indiana,IN,Allen,18003,83930,55382,147137,0.570420764,1
Indiana,IN,Bartholomew,18005,20640,9841,32490,0.635272392,1
Indiana,IN,Benton,18007,2579,860,3666,0.703491544,1
Indiana,IN,Blackford,18009,3350,1243,4839,0.692291796,1
Indiana,IN,Boone,18011,19654,10181,32178,0.610789981,1
Indiana,IN,Brown,18013,5016,2518,7945,0.631340466,1
Indiana,IN,Carroll,18015,6273,1892,8643,0.725789656,1
Indiana,IN,Cass,18017,9701,3759,14209,0.682736294,1
Indiana,IN,Clark,18019,30035,18808,51147,0.587228967,1
Indiana,IN,Clay,18021,8531,2306,11282,0.756160255,1
Indiana,IN,Clinton,18023,8531,2819,11936,0.714728552,1
Indiana,IN,Crawford,18025,3015,1323,4593,0.656433703,1
Indiana,IN,Daviess,18027,8545,1800,10768,0.793554978,1
Indiana,IN,Dearborn,18029,18113,4883,23987,0.755117355,1
Indiana,IN,Decatur,18031,8490,2121,11127,0.763008897,1
Indiana,IN,DeKalb,18033,12054,3942,16902,0.713170039,1
Indiana,IN,Delaware,18035,24263,18153,45123,0.537708042,1
Indiana,IN,Dubois,18037,13365,5389,19984,0.668785028,1
Indiana,IN,Elkhart,18039,41867,20740,65630,0.63792473,1
Indiana,IN,Fayette,18041,6839,2252,9530,0.717628541,1
Indiana,IN,Floyd,18043,21432,13945,37425,0.572665331,1
Indiana,IN,Fountain,18045,5662,1476,7492,0.755739455,1
Indiana,IN,Franklin,18047,8669,1969,11013,0.787160628,1
Indiana,IN,Fulton,18049,6010,1960,8374,0.717697636,1
Indiana,IN,Gibson,18051,11081,3721,15484,0.715641953,1
Indiana,IN,Grant,18053,17008,7010,25312,0.67193426,1
Indiana,IN,Greene,18055,10277,2929,13801,0.744656184,1
Indiana,IN,Hamilton,18057,87404,57263,154256,0.566616534,1
Indiana,IN,Hancock,18059,25074,8904,36181,0.693015671,1
Indiana,IN,Harrison,18061,12943,4783,18558,0.697435068,1
Indiana,IN,Hendricks,18063,48337,22600,75559,0.639725248,1
Indiana,IN,Henry,18065,13895,5124,20155,0.689407095,1
Indiana,IN,Howard,18067,23675,11215,36843,0.642591537,1
Indiana,IN,Huntington,18069,11649,3506,16043,0.726111076,1
Indiana,IN,Jackson,18071,12859,3843,17573,0.731747567,1
Indiana,IN,Jasper,18073,9382,3329,13378,0.701300643,1
Indiana,IN,Jay,18075,5697,1889,7986,0.713373403,1
Indiana,IN,Jefferson,18077,8546,4326,13544,0.630980508,1
Indiana,IN,Jennings,18079,8224,2364,11150,0.737578475,1
Indiana,IN,Johnson,18081,45456,17318,66500,0.683548872,1
Indiana,IN,Knox,18083,11077,3772,15516,0.713908224,1
Indiana,IN,Kosciusko,18085,23935,6313,32084,0.746010473,1
Indiana,IN,LaGrange,18087,7025,2080,9566,0.734371733,1
Indiana,IN,Lake,18089,75625,116935,201205,0.375860441,0
Indiana,IN,LaPorte,18091,22687,19798,45203,0.501891467,1
Indiana,IN,Lawrence,18093,14035,4210,19152,0.732821637,1
Indiana,IN,Madison,18095,32376,18595,53909,0.600567623,1
Indiana,IN,Marion,18097,130360,212899,362372,0.359740819,0
Indiana,IN,Marshall,18099,12288,4798,18082,0.679570844,1
Indiana,IN,Martin,18101,3697,881,4809,0.768766895,1
Indiana,IN,Miami,18103,9975,2766,13482,0.739875389,1
Indiana,IN,Monroe,18105,20592,34216,58454,0.352277004,0
Indiana,IN,Montgomery,18107,11059,3362,15156,0.729678015,1
Indiana,IN,Morgan,18109,23674,6040,31280,0.756841432,1
Indiana,IN,Newton,18111,4077,1404,5795,0.703537532,1
Indiana,IN,Noble,18113,12198,3904,16890,0.722202487,1
Indiana,IN,Ohio,18115,2118,686,2921,0.725094146,1
Indiana,IN,Orange,18117,5803,2048,8192,0.708374023,1
Indiana,IN,Owen,18119,6153,1946,8557,0.719060418,1
Indiana,IN,Parke,18121,4863,1441,6582,0.738833181,1
Indiana,IN,Perry,18123,4556,3062,8055,0.565611421,1
Indiana,IN,Pike,18125,4398,1297,5977,0.735820646,1
Indiana,IN,Porter,18127,38832,33676,77190,0.503070346,1
Indiana,IN,Posey,18129,8404,3521,12467,0.674099623,1
Indiana,IN,Pulaski,18131,3854,1327,5459,0.705990108,1
Indiana,IN,Putnam,18133,10637,3356,14715,0.722867822,1
Indiana,IN,Randolph,18135,7517,2446,10458,0.718779881,1
Indiana,IN,Ripley,18137,9806,2471,12810,0.765495706,1
Indiana,IN,Rush,18139,5292,1525,7214,0.733573607,1
Indiana,IN,St. Joseph,18141,52021,52252,110060,0.472660367,0
Indiana,IN,Scott,18143,6074,2642,9101,0.667399187,1
Indiana,IN,Shelby,18145,12718,4247,17994,0.706791153,1
Indiana,IN,Spencer,18147,6572,2861,9979,0.658583024,1
Indiana,IN,Starke,18149,6367,2489,9226,0.690114893,1
Indiana,IN,Steuben,18151,10133,3744,14566,0.695661129,1
Indiana,IN,Sullivan,18153,6138,2113,8559,0.717139853,1
Indiana,IN,Switzerland,18155,2558,930,3699,0.691538254,1
Indiana,IN,Tippecanoe,18157,30768,27282,62515,0.492169879,1
Indiana,IN,Tipton,18159,5589,1587,7510,0.744207723,1
Indiana,IN,Union,18161,2445,715,3291,0.742935278,1
Indiana,IN,Vanderburgh,18163,40496,28530,72507,0.558511592,1
Indiana,IN,Vermillion,18165,4513,2081,6939,0.650381899,1
Indiana,IN,Vigo,18167,21937,15931,39818,0.550931739,1
Indiana,IN,Wabash,18169,9821,3018,13468,0.729209979,1
Indiana,IN,Warren,18171,2898,839,3930,0.73740458,1
Indiana,IN,Warrick,18173,19113,9086,29589,0.645949508,1
Indiana,IN,Washington,18175,8209,2636,11382,0.721226498,1
Indiana,IN,Wayne,18177,16028,8322,25579,0.626607764,1
Indiana,IN,Wells,18179,10005,2586,13185,0.758816837,1
Indiana,IN,White,18181,6893,2590,10053,0.68566597,1
Indiana,IN,Whitley,18183,11358,3379,15623,0.727005057,1
Iowa,IA,Adair,19001,2461,1133,3811,0.645762267,1
Iowa,IA,Adams,19003,1395,565,2106,0.662393162,1
Iowa,IA,Allamakee,19005,4093,2421,6923,0.59121768,1
Iowa,IA,Appanoose,19007,4033,1814,6136,0.657268579,1
Iowa,IA,Audubon,19009,2136,1080,3412,0.626025791,1
Iowa,IA,Benton,19011,8232,4678,13844,0.594625831,1
Iowa,IA,Black Hawk,19013,27476,32233,64405,0.426612841,0
Iowa,IA,Boone,19015,7484,5541,14196,0.527190758,1
Iowa,IA,Bremer,19017,7208,5356,13538,0.532427242,1
Iowa,IA,Buchanan,19019,5510,3970,10252,0.537456106,1
Iowa,IA,Buena Vista,19021,4903,2856,8278,0.592292824,1
Iowa,IA,Butler,19023,4921,2157,7513,0.654998003,1
Iowa,IA,Calhoun,19025,3468,1398,5159,0.672223299,1
Iowa,IA,Carroll,19027,6638,3309,10544,0.629552352,1
Iowa,IA,Cass,19029,4761,1951,7125,0.668210526,1
Iowa,IA,Cedar,19031,5295,3599,9541,0.554973273,1
Iowa,IA,Cerro Gordo,19033,11621,9862,22965,0.506030917,1
Iowa,IA,Cherokee,19035,4192,1679,6258,0.669862576,1
Iowa,IA,Chickasaw,19037,3742,2266,6435,0.581507382,1
Iowa,IA,Clarke,19039,2713,1465,4454,0.609115402,1
Iowa,IA,Clay,19041,5877,2249,8617,0.682023906,1
Iowa,IA,Clayton,19043,5317,3237,9129,0.58242962,1
Iowa,IA,Clinton,19045,11276,10095,23067,0.488836867,1
Iowa,IA,Crawford,19047,4617,1991,6935,0.665753425,1
Iowa,IA,Dallas,19049,19339,15701,38252,0.505568336,1
Iowa,IA,Davis,19051,2723,977,3882,0.701442555,1
Iowa,IA,Decatur,19053,2296,1201,3734,0.614890198,1
Iowa,IA,Delaware,19055,5694,2957,9241,0.616167081,1
Iowa,IA,Des Moines,19057,9529,8212,19103,0.498822175,1
Iowa,IA,Dickinson,19059,6753,3056,10354,0.652211706,1
Iowa,IA,Dubuque,19061,23460,22850,49721,0.471832827,1
Iowa,IA,Emmet,19063,3124,1357,4753,0.657269093,1
Iowa,IA,Fayette,19065,5620,3689,9975,0.563408521,1
Iowa,IA,Floyd,19067,4375,3179,8060,0.54280397,1
Iowa,IA,Franklin,19069,3163,1493,4968,0.636674718,1
Iowa,IA,Fremont,19071,2407,963,3595,0.669541029,1
Iowa,IA,Greene,19073,2820,1691,4821,0.584940884,1
Iowa,IA,Grundy,19075,4527,1856,6872,0.658760186,1
Iowa,IA,Guthrie,19077,3628,1732,5750,0.630956522,1
Iowa,IA,Hamilton,19079,4463,2726,7694,0.580062386,1
Iowa,IA,Hancock,19081,3977,1587,5871,0.677397377,1
Iowa,IA,Hardin,19083,5254,2787,8533,0.615727177,1
Iowa,IA,Harrison,19085,4902,2131,7465,0.656664434,1
Iowa,IA,Henry,19087,5779,2904,9404,0.614525734,1
Iowa,IA,Howard,19089,2611,1677,4559,0.572713314,1
Iowa,IA,Humboldt,19091,3568,1252,5087,0.701395715,1
Iowa,IA,Ida,19093,2655,792,3612,0.735049834,1
Iowa,IA,Iowa,19095,5205,3084,8904,0.584568733,1
Iowa,IA,Jackson,19097,5824,3837,10310,0.564888458,1
Iowa,IA,Jasper,19099,10560,7109,19034,0.55479668,1
Iowa,IA,Jefferson,19101,3748,3710,8156,0.45953899,1
Iowa,IA,Johnson,19103,21044,50200,76940,0.273511827,0
Iowa,IA,Jones,19105,5720,3787,10133,0.564492253,1
Iowa,IA,Keokuk,19107,3390,1342,4985,0.68004012,1
Iowa,IA,Kossuth,19109,5653,2543,8607,0.656790984,1
Iowa,IA,Lee,19111,8803,6215,16151,0.545043651,1
Iowa,IA,Linn,19113,48390,58935,117098,0.413243608,0
Iowa,IA,Louisa,19115,3069,1648,5008,0.612819489,1
Iowa,IA,Lucas,19117,2877,1239,4354,0.660771704,1
Iowa,IA,Lyon,19119,5192,920,6377,0.814175945,1
Iowa,IA,Madison,19121,5360,2678,8636,0.620657712,1
Iowa,IA,Mahaska,19123,7432,2619,10632,0.699021821,1
Iowa,IA,Marion,19125,10962,5482,17816,0.615289627,1
Iowa,IA,Marshall,19127,9146,7652,17980,0.508676307,1
Iowa,IA,Mills,19129,5067,2090,7698,0.658222915,1
Iowa,IA,Mitchell,19131,3190,1888,5417,0.588886838,1
Iowa,IA,Monona,19133,3120,1247,4572,0.682414698,1
Iowa,IA,Monroe,19135,2638,1056,3865,0.682535576,1
Iowa,IA,Montgomery,19137,3436,1314,5044,0.681205393,1
Iowa,IA,Muscatine,19139,9584,8368,19434,0.493156324,1
Iowa,IA,O'Brien,19141,5752,1315,7406,0.776667567,1
Iowa,IA,Osceola,19143,2531,552,3213,0.787737317,1
Iowa,IA,Page,19145,4893,1807,7044,0.694633731,1
Iowa,IA,Palo Alto,19147,3081,1398,4703,0.655113757,1
Iowa,IA,Plymouth,19149,9680,2885,13190,0.73388931,1
Iowa,IA,Pocahontas,19151,2702,963,3865,0.699094437,1
Iowa,IA,Polk,19153,93492,119804,231555,0.403757207,0
Iowa,IA,Pottawattamie,19155,24447,15355,42680,0.572797563,1
Iowa,IA,Poweshiek,19157,4946,4304,9833,0.503000102,1
Iowa,IA,Ringgold,19159,1824,753,2707,0.673808644,1
Iowa,IA,Sac,19161,3703,1270,5212,0.710475825,1
Iowa,IA,Scott,19163,39149,40440,86220,0.454059383,0
Iowa,IA,Shelby,19165,4362,1662,6370,0.68477237,1
Iowa,IA,Sioux,19167,14785,2300,18194,0.812630538,1
Iowa,IA,Story,19169,19458,25709,50667,0.384036947,0
Iowa,IA,Tama,19171,4971,3196,8752,0.567984461,1
Iowa,IA,Taylor,19173,2111,758,3029,0.69692968,1
Iowa,IA,Union,19175,3525,1922,5832,0.604423868,1
Iowa,IA,Van Buren,19177,2527,845,3561,0.709632126,1
Iowa,IA,Wapello,19179,8715,5594,15149,0.575285497,1
Iowa,IA,Warren,19181,14814,10411,27300,0.542637363,1
Iowa,IA,Washington,19183,6173,3943,10929,0.564827523,1
Iowa,IA,Wayne,19185,2069,719,2940,0.703741497,1
Iowa,IA,Webster,19187,10056,6305,17430,0.576936317,1
Iowa,IA,Winnebago,19189,3447,1931,5787,0.595645412,1
Iowa,IA,Winneshiek,19191,5344,5254,11362,0.470339729,1
Iowa,IA,Woodbury,19193,24727,16210,43718,0.565602269,1
Iowa,IA,Worth,19195,2453,1530,4257,0.57622739,1
Iowa,IA,Wright,19197,3800,1896,6026,0.63060073,1
Kansas,KS,Allen,20001,3651,1433,5454,0.669416942,1
Kansas,KS,Anderson,20003,2435,672,3350,0.726865672,1
Kansas,KS,Atchison,20005,4049,1989,6575,0.61581749,1
Kansas,KS,Barber,20007,1850,286,2252,0.821492007,1
Kansas,KS,Barton,20009,7888,1839,10269,0.768137112,1
Kansas,KS,Bourbon,20011,4424,1336,6093,0.726079107,1
Kansas,KS,Brown,20013,2906,863,4036,0.720019822,1
Kansas,KS,Butler,20015,19073,6573,27657,0.689626496,1
Kansas,KS,Chase,20017,969,316,1369,0.707815924,1
Kansas,KS,Chautauqua,20019,1236,197,1481,0.834571236,1
Kansas,KS,Cherokee,20021,6182,2005,8620,0.717169374,1
Kansas,KS,Cheyenne,20023,1173,181,1407,0.833688699,1
Kansas,KS,Clark,20025,825,120,1005,0.820895522,1
Kansas,KS,Clay,20027,2891,677,3820,0.756806283,1
Kansas,KS,Cloud,20029,2919,761,3930,0.742748092,1
Kansas,KS,Coffey,20031,3050,727,4068,0.749754179,1
Kansas,KS,Comanche,20033,715,102,867,0.824682814,1
Kansas,KS,Cowley,20035,8270,3551,12621,0.655257111,1
Kansas,KS,Crawford,20037,8624,5199,14891,0.579141763,1
Kansas,KS,Decatur,20039,1210,178,1452,0.833333333,1
Kansas,KS,Dickinson,20041,6029,1609,8210,0.734348356,1
Kansas,KS,Doniphan,20043,2606,587,3378,0.771462404,1
Kansas,KS,Douglas,20045,14688,31195,50087,0.293249745,0
Kansas,KS,Edwards,20047,1037,212,1319,0.786201668,1
Kansas,KS,Elk,20049,1048,160,1259,0.832406672,1
